Artist name,Stage,Day,Stage group,Start time,End time
LUKE SOLOMON & ROB MELLO,NYC DOWNLOW,FRIDAY,SOUTH EAST CORNER,22:00:00,0:00:00
MISS PINK,THE LONDON UNDERGROUND,FRIDAY,SOUTH EAST CORNER,5:00:00,6:00:00
KLUTE,THE LONDON UNDERGROUND,FRIDAY,SOUTH EAST CORNER,3:45:00,5:00:00
DBRIDGE,THE LONDON UNDERGROUND,FRIDAY,SOUTH EAST CORNER,2:30:00,3:45:00
CALIBRE & MC DRS,THE LONDON UNDERGROUND,FRIDAY,SOUTH EAST CORNER,1:00:00,2:30:00
DJ FLIGHT,THE LONDON UNDERGROUND,FRIDAY,SOUTH EAST CORNER,23:45:00,1:00:00
DOUBLE O B2B DJ MANTRA,THE LONDON UNDERGROUND,FRIDAY,SOUTH EAST CORNER,22:00:00,23:45:00
PARDON MY FRENCH,THE DOWNLOW RADIO,FRIDAY,SOUTH EAST CORNER,4:30:00,6:00:00
SUGARBEAR,THE DOWNLOW RADIO,FRIDAY,SOUTH EAST CORNER,3:00:00,4:30:00
PARTOK,THE DOWNLOW RADIO,FRIDAY,SOUTH EAST CORNER,1:30:00,3:00:00
NACHO,THE DOWNLOW RADIO,FRIDAY,SOUTH EAST CORNER,0:00:00,1:30:00
SITUATION DJS,THE DOWNLOW RADIO,FRIDAY,SOUTH EAST CORNER,22:00:00,0:00:00
CHICKEN BROTHERS,HEAVEN,FRIDAY,SOUTH EAST CORNER,5:00:00,6:00:00
GOTSOME,HEAVEN,FRIDAY,SOUTH EAST CORNER,4:00:00,5:00:00
INFINITY INK FEAT LUCA C AND ALI LOVE,HEAVEN,FRIDAY,SOUTH EAST CORNER,3:00:00,4:00:00
ANTZ,HEAVEN,FRIDAY,SOUTH EAST CORNER,2:00:00,3:00:00
SMOKEEATERS,HEAVEN,FRIDAY,SOUTH EAST CORNER,1:00:00,2:00:00
CHRIS COCO,HEAVEN,FRIDAY,SOUTH EAST CORNER,0:00:00,1:00:00
PLUMP DJS,HEAVEN,FRIDAY,SOUTH EAST CORNER,22:00:00,0:00:00
ALIJI,HEAVEN,FRIDAY,SOUTH EAST CORNER,21:00:00,22:00:00
JOSKO,HEAVEN,FRIDAY,SOUTH EAST CORNER,20:00:00,21:00:00
ICHI,HEAVEN,FRIDAY,SOUTH EAST CORNER,19:00:00,20:00:00
RACHEL DADD,HEAVEN,FRIDAY,SOUTH EAST CORNER,18:00:00,19:00:00
PERHAPS CONTRAPTION,HEAVEN,FRIDAY,SOUTH EAST CORNER,17:00:00,18:00:00
CRUCIAL KENNEDY,HEAVEN,FRIDAY,SOUTH EAST CORNER,16:00:00,17:00:00
NEW YORK BRASS BAND,HEAVEN,FRIDAY,SOUTH EAST CORNER,15:00:00,16:00:00
WORLD'S TALLEST DJ'S BRASS BAND REMIX,HEAVEN,FRIDAY,SOUTH EAST CORNER,14:00:00,15:00:00
UTOPIAN TALKS,HEAVEN,FRIDAY,SOUTH EAST CORNER,13:00:00,14:00:00
JACKIE OATES AND AND BIRD SONG SYMPHONY,HEAVEN,FRIDAY,SOUTH EAST CORNER,11:00:00,13:00:00
SHEEMA MUKHERJEE AND BIRD SONG SYMPHONY,HEAVEN,FRIDAY,SOUTH EAST CORNER,11:00:00,13:00:00
THE JOHN METCALFE BAND,HEAVEN,FRIDAY,SOUTH EAST CORNER,11:00:00,13:00:00
BIRD SONG SYMPHONY WITH THE HEAVENLY BIRDS COLLECTIVE,HEAVEN,FRIDAY,SOUTH EAST CORNER,6:00:00,11:00:00
DJ BUSTAWIDEMOVE,HELL STAGE,FRIDAY,SOUTH EAST CORNER,5:00:00,6:00:00
OPIUO,HELL STAGE,FRIDAY,SOUTH EAST CORNER,4:00:00,5:00:00
"RADIO ONE ESSENTIAL MIX - FEATURING ANNIE MAC, PETE TONG, JACKMASTER AND ONEMAN PRESENTS CAN U DANCE",HELL STAGE,FRIDAY,SOUTH EAST CORNER,1:00:00,4:00:00
OLD DIRTY BRASSTARDS,HELL STAGE,FRIDAY,SOUTH EAST CORNER,23:50:00,0:50:00
REVEREND PEYTON'S BIG DAMN BAND,HELL STAGE,FRIDAY,SOUTH EAST CORNER,22:35:00,23:30:00
TURTLE ISLAND,HELL STAGE,FRIDAY,SOUTH EAST CORNER,21:20:00,22:15:00
THE DELEGATORS,HELL STAGE,FRIDAY,SOUTH EAST CORNER,20:00:00,21:00:00
BUSTAMENTO,HELL STAGE,FRIDAY,SOUTH EAST CORNER,19:00:00,19:45:00
BEANS ON TOAST,HELL STAGE,FRIDAY,SOUTH EAST CORNER,18:00:00,18:45:00
SON OF DAVE,HELL STAGE,FRIDAY,SOUTH EAST CORNER,17:00:00,17:45:00
UP CLOSE WITH CRAIG CHARLES,HELL STAGE,FRIDAY,SOUTH EAST CORNER,13:00:00,17:00:00
ELECTRO SWING CLUB - LONDON,BAR OF IDEAS,FRIDAY,SOUTH EAST CORNER,,
RUMPSTEPPERS,BAR OF IDEAS,FRIDAY,SOUTH EAST CORNER,5:00:00,6:00:00
CHICKEN BROTHERS,BAR OF IDEAS,FRIDAY,SOUTH EAST CORNER,4:00:00,5:00:00
TBA,BAR OF IDEAS,FRIDAY,SOUTH EAST CORNER,0:03:00,4:00:00
PONY MONTANA,BAR OF IDEAS,FRIDAY,SOUTH EAST CORNER,2:00:00,3:00:00
MAKALA,BAR OF IDEAS,FRIDAY,SOUTH EAST CORNER,1:00:00,2:00:00
SIMON EMMERSON,BAR OF IDEAS,FRIDAY,SOUTH EAST CORNER,0:00:00,1:00:00
DJ DOUBTFULL SOUNDS,BAR OF IDEAS,FRIDAY,SOUTH EAST CORNER,23:00:00,0:00:00
SMASH UP SET,SNAKEPIT,FRIDAY,SOUTH EAST CORNER,3:30:00,6:00:00
CASSETTE BOY VS DJ RUBBISH,SNAKEPIT,FRIDAY,SOUTH EAST CORNER,2:30:00,3:30:00
BART AND BAKER,SNAKEPIT,FRIDAY,SOUTH EAST CORNER,1:00:00,2:00:00
ROCKSOME & WRECKSOME,SNAKEPIT,FRIDAY,SOUTH EAST CORNER,23:30:00,0:30:00
HUNNЇ VǑN TRAPP ( AKA NICK FIELD) HOSTS THE PIT CABARET,SNAKEPIT,FRIDAY,SOUTH EAST CORNER,23:00:00,0:00:00
MELBOURNE SKA ORCHESTRA,SNAKEPIT,FRIDAY,SOUTH EAST CORNER,21:30:00,22:30:00
DJ.BOLLOCKS,SNAKEPIT,FRIDAY,SOUTH EAST CORNER,20:00:00,21:30:00
BLACK BUTTER : WAYWARD,LBHQ - MILLION BULLET CLUB,FRIDAY,SOUTH EAST CORNER,5:00:00,6:00:00
BLACK BUTTER : MY NU LENG,LBHQ - MILLION BULLET CLUB,FRIDAY,SOUTH EAST CORNER,4:00:00,5:00:00
BLACK BUTTER : REDLIGHT,LBHQ - MILLION BULLET CLUB,FRIDAY,SOUTH EAST CORNER,3:00:00,4:00:00
BLACK BUTTER : TBA,LBHQ - MILLION BULLET CLUB,FRIDAY,SOUTH EAST CORNER,2:00:00,3:00:00
BLACK BUTTER : GORGON CITY,LBHQ - MILLION BULLET CLUB,FRIDAY,SOUTH EAST CORNER,1:00:00,2:00:00
BLACK BUTTER : TBA,LBHQ - MILLION BULLET CLUB,FRIDAY,SOUTH EAST CORNER,0:00:00,1:00:00
BLACK BUTTER : KIDNAP KID,LBHQ - MILLION BULLET CLUB,FRIDAY,SOUTH EAST CORNER,23:00:00,0:00:00
BLACK BUTTER : P FUNK & M BOOGIE,LBHQ - MILLION BULLET CLUB,FRIDAY,SOUTH EAST CORNER,22:00:00,23:00:00
BLACK BUTTER : ATG WARM UP,LBHQ - MILLION BULLET CLUB,FRIDAY,SOUTH EAST CORNER,20:00:00,22:00:00
ATG GARDEN PARTY WITH KLOSE ONE AND Y R DIGITAL EXPERIENCE,LBHQ - MILLION BULLET CLUB,FRIDAY,SOUTH EAST CORNER,11:00:00,17:00:00
"DJ'S;  GAZ,BABY SOUL, MR MASS",THE ROCKET LOUNGE,FRIDAY,SOUTH EAST CORNER,5:30:00,6:00:00
DIRTY GENTLEMEN,THE ROCKET LOUNGE,FRIDAY,SOUTH EAST CORNER,4:30:00,5:30:00
KEITH ALLEN GROW UP,THE ROCKET LOUNGE,FRIDAY,SOUTH EAST CORNER,3:00:00,4:30:00
THE DELEGATORS,THE ROCKET LOUNGE,FRIDAY,SOUTH EAST CORNER,1:00:00,3:00:00
BLACK KAT BOPPERS,THE ROCKET LOUNGE,FRIDAY,SOUTH EAST CORNER,0:00:00,1:00:00
JUMP66,THE ROCKET LOUNGE,FRIDAY,SOUTH EAST CORNER,23:00:00,0:00:00
SEVEN LITTLE SISTERS,THE ROCKET LOUNGE,FRIDAY,SOUTH EAST CORNER,22:00:00,23:00:00
CRINKLE CUTS,SMALL WORLD STAGE,FRIDAY,GREEN FIELDS,1:45:00,3:00:00
WILL AND THE PEOPLE,SMALL WORLD STAGE,FRIDAY,GREEN FIELDS,0:00:00,1:15:00
FUNDUBMENTAL,SMALL WORLD STAGE,FRIDAY,GREEN FIELDS,22:30:00,23:30:00
THE PORTRAITS,SMALL WORLD STAGE,FRIDAY,GREEN FIELDS,21:00:00,22:00:00
LOVE REVOLUTION,SMALL WORLD STAGE,FRIDAY,GREEN FIELDS,19:30:00,20:30:00
LITTLE SISTER BLUE,SMALL WORLD STAGE,FRIDAY,GREEN FIELDS,18:15:00,19:10:00
SOUK BAB EL LOUK,SMALL WORLD STAGE,FRIDAY,GREEN FIELDS,17:00:00,18:00:00
CHRIS ELLIS & ROSIE TOLL,SMALL WORLD STAGE,FRIDAY,GREEN FIELDS,15:45:00,16:40:00
JESSICA GOYDER,SMALL WORLD STAGE,FRIDAY,GREEN FIELDS,14:40:00,15:30:00
THE BURNING GLASS,SMALL WORLD STAGE,FRIDAY,GREEN FIELDS,13:20:00,14:20:00
DE FUEGO,SMALL WORLD STAGE,FRIDAY,GREEN FIELDS,12:00:00,13:00:00
LYRIX ORGANIX,GREENPEACE STAGE,FRIDAY,GREEN FIELDS,16:00:00,18:00:00
TBA,GREENPEACE STAGE,FRIDAY,GREEN FIELDS,13:00:00,13:45:00
ZUBZUB,TOAD HALL,FRIDAY,GREEN FIELDS,1:30:00,2:30:00
TANKUS THE HENGE,TOAD HALL,FRIDAY,GREEN FIELDS,0:30:00,1:30:00
PARADISE 9,TOAD HALL,FRIDAY,GREEN FIELDS,23:30:00,0:30:00
STEVE KNIGHTLEY,TOAD HALL,FRIDAY,GREEN FIELDS,21:00:00,22:00:00
THE MAYFLYS,TOAD HALL,FRIDAY,GREEN FIELDS,19:00:00,22:00:00
NEW YORK BRASS BAND,TOAD HALL,FRIDAY,GREEN FIELDS,18:00:00,19:00:00
THE SEA KINGS,TOAD HALL,FRIDAY,GREEN FIELDS,17:00:00,18:00:00
MAL WEBB,TOAD HALL,FRIDAY,GREEN FIELDS,15:00:00,16:00:00
DANNY CHIVERS RABBLE ROUSERS POETRY,TOAD HALL,FRIDAY,GREEN FIELDS,14:00:00,15:00:00
LITTLE SISTER BLUE,TOAD HALL,FRIDAY,GREEN FIELDS,13:00:00,14:00:00
EASTERN DRUM AND DANCE,TOAD HALL,FRIDAY,GREEN FIELDS,11:30:00,13:00:00
VIDEO MASH-UP WITH VJ MONOCHROME,GROOVY MOVIE PICTURE HOUSE,FRIDAY,GREEN FIELDS,1:00:00,3:00:00
EDWIN BROOKS AND THE BURNING GLASS,GROOVY MOVIE PICTURE HOUSE,FRIDAY,GREEN FIELDS,0:00:00,1:00:00
FILM: MAN WITH THE MOVIE CAMERA,GROOVY MOVIE PICTURE HOUSE,FRIDAY,GREEN FIELDS,20:00:00,0:00:00
TAKING THE MICHAEL,GROOVY MOVIE PICTURE HOUSE,FRIDAY,GREEN FIELDS,18:00:00,20:00:00
FAMILY FEATURE FILM,GROOVY MOVIE PICTURE HOUSE,FRIDAY,GREEN FIELDS,16:00:00,18:00:00
DANNY CHIVERS - ARREST THAT POET,SPEAKERS FORUM,FRIDAY,GREEN FIELDS,17:15:00,18:15:00
IAIN HOSSACK -,SPEAKERS FORUM,FRIDAY,GREEN FIELDS,16:15:00,17:15:00
NATALIE BENNETT -,SPEAKERS FORUM,FRIDAY,GREEN FIELDS,15:15:00,16:15:00
SIMON ARNOTT - GOOD COUNTRY,SPEAKERS FORUM,FRIDAY,GREEN FIELDS,14:15:00,15:15:00
MADDY HARLAND - PERMACULTURE,SPEAKERS FORUM,FRIDAY,GREEN FIELDS,13:15:00,14:15:00
LOUISE WILLIAMS - FRACKING,SPEAKERS FORUM,FRIDAY,GREEN FIELDS,12:00:00,13:00:00
MARY ELLEN - DISABILITY RIGHTS,SPEAKERS FORUM,FRIDAY,GREEN FIELDS,11:00:00,12:00:00
MAD DOG Mc CREA,CROISSANT NEUF,FRIDAY,GREEN FIELDS,1:00:00,2:00:00
KILLAMONJAMBO,CROISSANT NEUF,FRIDAY,GREEN FIELDS,11:30:00,12:30:00
TBA,CROISSANT NEUF,FRIDAY,GREEN FIELDS,18:00:00,19:00:00
DIVE IN,CROISSANT NEUF,FRIDAY,GREEN FIELDS,16:45:00,17:15:00
SHANTY,CROISSANT NEUF,FRIDAY,GREEN FIELDS,15:30:00,16:15:00
MOYA BRENNEN,CROISSANT NEUF,FRIDAY,GREEN FIELDS,14:00:00,15:00:00
HAZEL O'CONNOR,CROISSANT NEUF,FRIDAY,GREEN FIELDS,13:00:00,14:00:00
TRIBAL VOICES,MANDALA STAGE,FRIDAY,GREEN FIELDS,1:00:00,2:00:00
BUBBLEDUBBLE,MANDALA STAGE,FRIDAY,GREEN FIELDS,0:00:00,1:00:00
WHIMWISE,MANDALA STAGE,FRIDAY,GREEN FIELDS,23:00:00,0:00:00
THE SEA KINGS,MANDALA STAGE,FRIDAY,GREEN FIELDS,21:00:00,22:00:00
SAGAN MEGA DRIVE,MANDALA STAGE,FRIDAY,GREEN FIELDS,20:00:00,21:00:00
ORIGINAL SMIRKINS,MANDALA STAGE,FRIDAY,GREEN FIELDS,19:00:00,20:00:00
ROBIN BROWN BAND,MANDALA STAGE,FRIDAY,GREEN FIELDS,18:00:00,19:00:00
INTERPLANETARY LIBERATION FRONT,MANDALA STAGE,FRIDAY,GREEN FIELDS,17:00:00,18:00:00
PYRAMIDS OF SNAFU,MANDALA STAGE,FRIDAY,GREEN FIELDS,15:00:00,16:00:00
SAM BATT,MANDALA STAGE,FRIDAY,GREEN FIELDS,13:00:00,14:00:00
ILLUMINOID FAIRYTALE 23,MANDALA STAGE,FRIDAY,GREEN FIELDS,12:00:00,1:00:00
AIRNADETTE - 'WE WILL DUB YOU',THE ASTROLABE THEATRE,FRIDAY,THEATRE AND CIRCUS,1:15:00,2:25:00
BLACKSKYWHITE - 'MAGRITTE RGB',THE ASTROLABE THEATRE,FRIDAY,THEATRE AND CIRCUS,23:20:00,0:15:00
CIRCUS GEEKS - 'DOWN UP',THE ASTROLABE THEATRE,FRIDAY,THEATRE AND CIRCUS,18:10:00,18:45:00
DEMON BARBERS XL,THE ASTROLABE THEATRE,FRIDAY,THEATRE AND CIRCUS,17:00:00,18:00:00
JONATHAN KAY,THE ASTROLABE THEATRE,FRIDAY,THEATRE AND CIRCUS,15:30:00,17:00:00
TWIN PRIMES - 'X&Y',THE ASTROLABE THEATRE,FRIDAY,THEATRE AND CIRCUS,14:30:00,15:30:00
STEPHEN FROST IMPROV ALSTARS,THE ASTROLABE THEATRE,FRIDAY,THEATRE AND CIRCUS,13:30:00,14:30:00
BLACK EAGLES,THE ASTROLABE THEATRE,FRIDAY,THEATRE AND CIRCUS,13:05:00,13:30:00
ANDI NEATE,THE ASTROLABE THEATRE,FRIDAY,THEATRE AND CIRCUS,12:30:00,13:00:00
LE NAVET BÊTE - 'NAPOLEON: A DEFENCE',THE ASTROLABE THEATRE,FRIDAY,THEATRE AND CIRCUS,11:30:00,12:30:00
PRONGHORN,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,1:17:00,2:17:00
BOWJANGLES,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,20:17:00,20:37:00
ATTENTION TO DETAIL,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,20:02:00,20:12:00
BEYOND REPAIR,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,19:40:00,20:00:00
GUNS OF NAVARONE,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,18:25:00,19:25:00
MIK ARTISTIK'S EGO TRIP,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,17:25:00,18:10:00
"DONALD GRANT,",THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,17:20:00,17:12:00
WEAPONS OF MASS PERCUSSION,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,16:40:00,17:10:00
GLORIATOR,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,15:55:00,16:35:00
1623 THEATRE COMPANY,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,15:00:00,15:50:00
PAUL DABEK,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,14:25:00,14:55:00
FACES OF DISCO,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,13:50:00,14:20:00
ATTENTION TO DETAIL,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,13:35:00,13:45:00
EXCEPTION-ELLE,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,13:20:00,13:30:00
LEKKIDO LORD OF THE LOBSTERS,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,12:45:00,13:15:00
BEYOND REPAIR,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,12:20:00,12:40:00
BOWJANGLES,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,11:55:00,12:15:00
EXCEPTION-ELLE,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,11:40:00,11:50:00
THE LOW KEYS AND THE WILDER MEN,THE SUMMER HOUSE,FRIDAY,THEATRE AND CIRCUS,11:00:00,11:30:00
BRIEFS,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,23:58:00,0:48:00
FEEDING THE FISH,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,23:45:00,23:53:00
GRANT GOLDIE,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,23:33:00,23:40:00
IVAN G TORRE,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,23:22:00,23:28:00
ANGELIKI NIKOLAKAKI,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,23:10:00,23:17:00
SILVIA PAVONE,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,22:59:00,23:05:00
GRANT GOLDIE,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,22:47:00,22:54:00
THE MONSTER SIDESHOW,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,21:57:00,22:42:00
ANNA SAND,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,21:46:00,21:52:00
JOSH B CIRCOMEDIA,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,21:36:00,21:41:00
YVETTE DU SOL,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,21:25:00,21:31:00
JOSH M AND ROSIE CIRCOMEDIA,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,21:15:00,21:20:00
OCEANE,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,21:02:00,21:10:00
MS. MERLIN,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,20:51:00,20:57:00
ANGELIKI NIKOLAKAKI,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,20:39:00,20:46:00
IVAN G TORRE,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,20:28:00,20:34:00
VENUS,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,20:17:00,20:23:00
PAUL EVANS,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,20:05:00,20:12:00
DINO LAMPA,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,19:45:00,20:00:00
LEO AND YAM,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,19:05:00,19:40:00
SILVIA PAVONE,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,18:54:00,19:00:00
SEBASTIEN VALADE,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,18:43:00,18:49:00
ARBOR CIRCUS,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,18:28:00,18:38:00
"CHRISTOPHER ""ANASPITOS"" BULLZINI PRESENTS EQUILIBERATION",CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,18:16:00,18:23:00
CIRCUS KATHMANDU,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,17:26:00,18:11:00
PETE MATTHEWS,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,17:11:00,17:21:00
TUMBELLINA,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,16:59:00,17:06:00
YVETTE DU SOL,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,16:48:00,16:54:00
ZARA MACBETH,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,16:37:00,16:43:00
BLACK EAGLES,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,16:07:00,16:32:00
WOOKEY HOLE CIRCUS,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,15:47:00,16:02:00
JON UDRY,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,15:32:00,15:42:00
PAUL EVANS,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,15:20:00,15:27:00
TUMBELLINA,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,15:07:00,15:15:00
ZARA MACBETH,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,14:56:00,15:02:00
BELLA KINETICA,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,14:46:00,14:51:00
NOFIT HOWIE,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,14:33:00,14:41:00
STEVE RAWLINGS,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,14:08:00,14:28:00
JOANNA PALMER,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,13:58:00,14:03:00
DONALD GRANT,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,13:46:00,13:53:00
ARBOR CIRCUS,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,13:31:00,13:41:00
SEBASTIEN VALADE,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,13:20:00,13:26:00
JOANNA PALMER,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,13:10:00,13:15:00
SWING CIRCUS,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,12:55:00,13:05:00
EXCERPT FROM FLOWN,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,12:43:00,12:50:00
JON UDRY,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,12:28:00,12:38:00
OCEANE,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,12:15:00,12:23:00
BELLA KINETICA,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,12:05:00,12:10:00
WOOKEY HOLE CIRCUS,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,11:35:00,12:00:00
BIG BEAT,CIRCUS BIG TOP,FRIDAY,THEATRE AND CIRCUS,10:45:00,11:30:00
NEW YORK BRASS BAND,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,20:00:00,21:00:00
ROB ROY COLLINS,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,19:25:00,19:55:00
HERBIE TREEHEAD,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,18:50:00,19:20:00
VENUS,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,18:25:00,18:45:00
THE FAMOUS RUBBERBAND BOY,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,17:50:00,18:20:00
DINO LAMPA,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,17:15:00,17:45:00
MONSTERS OF SCHLOCK,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,16:40:00,17:10:00
THE CHAIN,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,16:20:00,16:35:00
KIKI AND PASCAL,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,15:45:00,16:15:00
LE NAVET BÊTE- 'EXTRAVAGANZA',OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,15:00:00,15:40:00
GAZZO,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,14:10:00,14:55:00
MAPLE STAPLEGUN,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,13:35:00,14:05:00
SNAP BOOGIE,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,13:00:00,13:30:00
KIKI BITTOVABITSCH,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,12:25:00,12:55:00
MR VITA- THE TNT SHOW,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,11:50:00,12:20:00
CARNIVAL COLLECTIVE,OUTSIDE CIRCUS STAGE,FRIDAY,THEATRE AND CIRCUS,11:00:00,11:45:00
THE FUGITIVES,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,18:00:00,18:30:00
SARA-JANE ARBURY,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,17:30:00,18:00:00
ABE NOUK,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,17:05:00,17:30:00
KEVIN P. GILDAY,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,16:40:00,17:05:00
MARCUS MOORE,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,16:10:00,16:40:00
STEPHEN JAMES SMITH,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,15:45:00,16:10:00
MOLLY CASE,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,15:20:00,15:45:00
JONNY FLUFFYPUNK,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,14:55:00,15:20:00
AISLING FAHEY,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,14:30:00,14:55:00
ANTOSH WOJCIK,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,14:05:00,14:30:00
SALLY JENKINSON,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,13:40:00,14:05:00
RAYMOND ANTROBUS,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,13:15:00,13:40:00
ANDY CRAVEN-GRIFFITHS,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,12:50:00,13:15:00
JESS GREEN,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,12:25:00,12:50:00
CHRIS REDMOND,POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,12:00:00,12:25:00
BENITA JOHNSON (PRE-SHOW),POETRY&WORDS,FRIDAY,THEATRE AND CIRCUS,11:45:00,12:00:00
WHEEL OF FOUR TUNES,SENSATION SEEKERS STAGE,FRIDAY,THEATRE AND CIRCUS,1:30:00,3:00:00
